L1,L2,L3,W1,W2,W3
6.813011887961589,4.741569084420208,8.92837621322126,1.3604454073478869,1.415350696200182,1.1047849289548088
7.284827088285311,5.268658776929507,9.14352284219888,1.4497301164094172,1.5405721869308906,1.3219156619743384
7.017192794253855,4.81591933773044,9.3135537353346,1.298794965850224,1.4193134076704554,1.3463303008126513
6.627278334503249,4.730270291550639,8.870539758779037,1.361767451089299,1.3776570453575268,1.3588509370227124
6.569399751724525,5.098679885098045,8.402200860316864,1.4119212550928792,1.3528131532509695,1.228125627297291
6.945550970889988,4.950734371565354,9.226925037895304,1.450690371880149,1.4639832340589207,1.3976215885016179
6.510340394095739,5.38050480617853,9.134786163965725,1.3192267560676774,1.392757922122398,1.324795110337546
6.718112378256925,4.805986789139634,9.54290670020148,1.3403266024906515,1.5555979956221377,1.2188468212736931
6.890110857929508,4.490388578498139,9.32743114081385,1.2715978987210639,1.449577665888795,1.23969743898173
6.733225146687025,5.096384003896524,8.67690318196261,1.2748726602627798,1.4799914831718173,1.2293125392935667
5.956523640069479,4.6884068806069665,8.922312088048695,1.423389550735728,1.4077068579565837,1.2109382727513545
7.15861627453042,4.847503995177092,9.115047567379145,1.5841061757567796,1.4248185751779818,1.1508366432793742
7.160026587151086,4.929495017763964,8.97155340820167,1.3446600134585853,1.4750146840297302,1.287753686993301
6.643033229827477,5.10037358054019,8.984014110030662,1.4923956442693962,1.287122948009371,1.4020554370837404
6.867940853443448,5.203492189332558,9.389680916734637,1.5555327573490398,1.4455643923075632,1.352316054134473
7.406687677416773,5.354314510003325,8.77170981957034,1.4708560971197504,1.3691756775875914,1.3768599164906354
7.104684753969521,5.131248260029421,8.968285644296259,1.4988512965494383,1.4213979555811898,1.4194458816397055
6.345947845259864,5.539881686260259,8.704412750361417,1.356283941814997,1.4992804365597405,1.4235107688160649
6.638126964220692,5.107633766000618,8.967002940008987,1.47511245454848,1.6365920165736818,1.353363479439165
6.632171259413381,4.745653150117485,8.904480975201981,1.3900601263293941,1.325973059242896,1.373713517530573
7.077441515868718,5.400864073156943,9.032703850728666,1.346608546060529,1.5057649295294304,1.245934478024095
6.896528235739597,5.1890289852731835,8.352174773957522,1.3156363052169657,1.4956635022968459,1.3731560412126846
6.432802545035898,4.880422247308429,8.796746996565245,1.3358487199329176,1.3668639419794428,1.3976237738119057
5.8175803820749366,5.261099653137424,9.242443941140298,1.323243472918236,1.2861288646586369,1.2229549726276838
7.271966455636375,5.340401792752223,8.55416907062643,1.5474187040600493,1.4567026872948843,1.114200561912763
6.477919677399626,5.341114404515186,8.930180912019356,1.2813652310482098,1.3634791545909166,1.3525357287174815
6.740656743271485,5.334714729042925,8.98455095351457,1.391985992576558,1.5202566148288343,1.4892926204433414
6.681555279001042,4.458747215152668,9.232731249025155,1.5050436164243015,1.4535358757049581,1.283906976760296
7.137612733089335,5.409033188681857,8.882394842814296,1.332289414487455,1.5393205695788261,1.2459704190433876
6.746019510361499,5.005002737831218,9.388909033059678,1.4004350973742,1.5076762447873784,1.2580525749248044
7.084772902937704,5.10118174248879,9.153723698865194,1.4450901112892363,1.5265638830049737,1.354706966451245
6.9729415408638475,4.805770747377841,9.114885401924306,1.3807259898656605,1.6106063460634523,1.4263631831398353
6.44634159364215,5.224921284428313,8.958311031656358,1.3020930563768065,1.4067022433993441,1.2303691255845404
6.873199676689241,4.947526556787947,9.621331063530752,1.3492437870280551,1.298407698474575,1.3043975494594655
6.461736833484684,4.851688066299844,8.599203330742863,1.415457619048547,1.4101505294453085,1.3087166088772986
6.373443328877449,5.328309340902006,8.663946502975604,1.3502541149757585,1.3884277828306797,1.251169533995985
7.087681692585458,5.797764409036449,9.190721428595099,1.549897792673613,1.2842139659897844,1.4311559959446716
6.773182720295494,4.864390753630937,8.768736546152004,1.454550064681529,1.5507584992902341,1.4643901803309438
6.504133872199353,5.342364143966381,8.34786696966696,1.4738154900389198,1.3198621985572787,1.2407284309366053
6.836164264612241,5.243526036275092,9.48524692178309,1.3599743518590244,1.4513087022515438,1.3529355486444645
6.867095500506017,4.998152198744751,9.020976956931158,1.5354790100239328,1.4046608038594977,1.5295489764055394
7.0252396847964125,5.144891857255616,8.926468684168917,1.2957634929099797,1.4315383629357905,1.536111747076923
6.920345247123616,5.673196039816316,9.369415550609107,1.381373323499035,1.3767773214400507,1.244008760736183
6.843547265009804,5.327465675849202,8.818702306813101,1.4644938121783746,1.4125499891615994,1.317524615355301
6.523380420148214,5.007835088169833,8.906857469676611,1.384571533918499,1.366126860395336,1.2762476095728776
6.588671979976203,5.018682057379793,9.549010734862078,1.2745825179857275,1.3308863074360409,1.267341711579239
6.8045531886051664,5.450295543298591,8.715711866947558,1.290311982018403,1.421061080715233,1.4147881382648515
6.721466131695767,5.360114547682727,8.944786891888882,1.3916313810701937,1.470201503117114,1.1457260904107933
6.78725386085954,4.796543181900281,8.596858473607043,1.2751715617049066,1.4425465596373612,1.2880937546676987
7.3109765643515425,5.315630858300652,9.124812565449488,1.4412999444485923,1.4525673708447076,1.4729067597193988
7.187220473515784,5.2221146358363635,9.028169174634536,1.542339401673257,1.45091990432586,1.4744346324638555
6.804331094241166,5.38823814836674,8.84968260133187,1.4740357023234123,1.5156670496004765,1.4170778553665098
7.075412513000828,5.388062569008653,9.53180093489519,1.4718413692298409,1.4943746820147676,1.1792355356346405
7.08355331847986,5.224142432219849,8.91815121682208,1.3454685337607184,1.3780642292726561,1.3855008295283233
6.580153249445977,5.649494175197048,9.189576705212295,1.5887525353379683,1.5131725749631504,1.3025135796281593
6.376563986030143,4.829826220243617,9.218301250450056,1.4664784066421277,1.1803631732912296,1.4147831384579823
6.7742224302144525,4.906755290341556,8.570606487783348,1.3804233434552917,1.4698227326949425,1.1781519875187914
7.150964656145057,4.868533301747928,9.091909498662046,1.5406122210468007,1.4888164360265066,1.301477660201842
6.485839201140909,5.531830300323398,9.05010899795091,1.594201324913387,1.359043221623888,1.4181461116367402
6.579580342384371,5.041330443092055,8.941087028640647,1.4725474879444778,1.4885997087699594,1.3499879182180519
7.217415818881321,4.818858162267063,9.143609660227389,1.4217848070403352,1.3040491693529992,1.376371014540642
6.460751288436527,5.383966964054605,8.82747917873593,1.4080061436825786,1.399683877629667,1.3297161550877281
7.214392130212264,5.379987883625694,8.671825055975427,1.351983372265221,1.4055376713087862,1.3629016852698768
6.583058598352405,4.833347443391668,8.90949651130353,1.2522641752780599,1.4660431885521112,1.3292238433358756
6.888487204214425,5.283754222311549,9.185879844715162,1.5940547922346393,1.50263704619085,1.2238415506259603
7.298134221896424,4.932480093422203,9.203078138952964,1.345825587506952,1.4599773605142046,1.2597279750010182
6.602470895390934,4.805970849514857,8.966784651587432,1.5781577524528887,1.3859342319689452,1.123603468386789
6.762494977614272,5.081941299572487,9.009992716025467,1.4386708683168001,1.3350529596122425,1.4590035166261028
7.375747167415523,5.220481182093828,8.861527985800176,1.4444216437247146,1.2579037366550543,1.4707854706995944
6.5875017949064345,5.1230300104868425,8.474910591728177,1.37892487614562,1.4598041349381916,1.2294689464508868
6.546097734177672,4.907610165345318,9.255557786658386,1.2262467262727605,1.5070728345507636,1.298328353184458
6.947011299600445,5.229577372479389,9.04436582974324,1.4305001627024534,1.4485597071100476,1.4335248654234178
7.104578186116555,4.332377350886973,8.8023328610446,1.5609844821711458,1.3556936575530827,1.3041679714625138
6.7648138005101695,4.888317975364678,8.794739051811225,1.1786865549171677,1.3713187996650282,1.2587863488182658
6.417864866001802,4.589174527481668,8.328829678973166,1.3768903506933206,1.524387467975432,1.386138217716214
6.893890761355908,5.304737423703133,9.282646653964925,1.3751700117682422,1.4516899912329404,1.3450799441821137
6.3853806268264375,5.011229781305414,8.822365627240448,1.4381130572573813,1.528169383200007,1.3091470331179604
6.315809353584034,5.028536434179945,9.076887296896135,1.3610231857380986,1.4969636263952988,1.1464534091450183
6.680732978781246,5.415777514900829,9.30836710588538,1.4651532218393748,1.311422568360872,1.4429844462418202
7.194018795643145,4.8867599605387895,9.01861085013885,1.4220620886800182,1.4631868789844196,1.4082013500766304
7.0509895292112175,4.702399715362669,8.665306960467584,1.3295251674193687,1.343686602890173,1.4512804177494287
6.711680635532913,4.948865012301977,8.91289391366233,1.3620395510695196,1.4517294793674407,1.4129786409865852
6.40275389436145,5.1358082790251,8.675822668011568,1.633763047876716,1.367280624276459,1.237905934510863
6.457397112731391,4.965958363502433,9.552918954650822,1.4600492823029738,1.1781790069132214,1.2391657931372122
6.825898491797305,5.0864359075254475,9.090796712724124,1.3727132076130226,1.61776428446134,1.1457485906953335
6.805492978981631,5.264961507918046,9.18571577379485,1.3385429657048076,1.404604137759618,1.3740639781215553
6.802658143874123,5.485467174173363,8.58854288695146,1.3087487710435604,1.3952248784090038,1.3360410667430407
6.457226388620354,4.623749225153063,9.523021488661259,1.351528654328812,1.6428069734744408,1.2395009858631032
7.043272236956979,5.090352179038689,8.908785372288623,1.567805018448339,1.4693526815521618,1.1867418312599984
6.872941788352486,5.226247574805777,9.106707394190632,1.4141136532204928,1.3890680167889067,1.2225791904184227
7.009743578650025,4.696543472914621,9.128508924254982,1.452341115094382,1.4781865355690733,1.2993830076647537
6.769389231540357,4.8885386386313145,8.361469144777988,1.5917286762099794,1.6021720052073758,1.3009553401094294
6.366991279527334,4.854557083035452,8.635285252631803,1.5066572792312696,1.510384222852094,1.485529153975973
6.877937564667898,4.971547673795245,9.159607372800144,1.536465455701757,1.348221421016151,1.0985367578266432
6.751359040635415,5.224591161359057,9.190570944770677,1.3914956207646905,1.259135917478174,1.1484586611065135
6.053684897855032,5.308295831360916,9.149495248473814,1.332049097466598,1.4325508719736637,1.4664020538868592
6.296465727562521,5.183478644996697,8.75590680079174,1.329261304907533,1.3517520400562442,1.3124463988955286
6.7384664686960205,5.178963572682103,8.834699672101545,1.345043878548266,1.3878813194192179,1.2236610482761665
7.149908470818808,4.966310329439859,8.934071214104687,1.4608607899891044,1.220250527462476,1.4164738341903806
6.749391055605156,4.99372463444147,8.599167601554683,1.404657389157853,1.470689792486537,1.2235302510831412
6.910316984158508,4.995348461016655,8.661910980289521,1.4126466290876294,1.4968419083995097,1.1739357326181086
6.85165231013115,5.027986825592221,8.458193555384376,1.4808453954141374,1.257129590875148,1.1751787155671958
6.588284734198345,5.973166672950873,8.738666548135338,1.4235669922771819,1.522385177444306,1.3920363543276655
6.638963402241637,5.085161402560173,9.213363849985619,1.354996475389517,1.3705266191991525,1.3165179624752714
6.027767163587107,5.19854402563627,9.008954161422302,1.6012670290151163,1.499810908519364,1.4025265753545344
6.460508913745193,5.452890474133042,8.409490639928364,1.41213874954925,1.3300592175028747,1.2151311095106083
6.821943791072862,5.654831350424413,9.333295919582879,1.2706347428217464,1.468400267751375,1.264481502036181
6.9135698608151825,5.113451695964799,8.881990109655726,1.5600400045643066,1.3820601413213223,1.1247971958236231
6.483039532724941,5.303619263156557,9.16802541408827,1.2067093992841254,1.4822613581451605,1.4356376274227083
6.9499376277610025,4.6918416478204605,9.447651420129805,1.286012817178505,1.1409468548829458,1.196352305961205
6.880333632073194,5.074068387749373,9.368925028577555,1.4944082421585267,1.4284184317692727,1.0786152227216967
7.3380172733090925,5.377765946329503,9.026441012166883,1.3531511717245512,1.3271516126218306,1.3563808873828767
7.101877762126769,4.924432903216616,8.803286308658896,1.4086598024956187,1.3047483858389801,1.229703357646648
6.813777092818131,4.909971332958644,9.464017585657125,1.3660702869950347,1.1134370606820831,1.3423005995566244
6.878705790588642,5.225696912810105,9.149866441740796,1.301714364907563,1.5224135979196014,1.2116964962437804
6.389292562440156,4.945822769020132,9.328706613799657,1.3376526516060596,1.3965168957677885,1.4485351532763202
7.307214673871736,5.450528492311063,8.337354403383454,1.48151254206053,1.3802454843392515,1.1555715181373518
7.176236249048125,5.1650810142574946,8.884259447493061,1.4134324644312724,1.1680423067806345,1.3535486192846085
6.844034008932978,5.60483920208206,9.029360923740368,1.3328684666242208,1.362251739655034,1.307413560290265
6.626941436213513,5.6077162795502575,8.465950696097469,1.3149896305506243,1.11928477451408,1.2015405315082783
6.90704853254486,5.40517148185764,8.8412231776772,1.4387393843544887,1.4579388739608645,1.3786570675526066
6.737149338457482,5.497979590955577,8.540668169542693,1.486883579230207,1.4756586246754715,1.2556920881798879
6.897359718539221,5.361232194326651,8.957921458123204,1.5699403044879596,1.5790487326565137,1.1366380760399009
6.721220929443138,5.535423923156594,9.313232754810816,1.4543215147362967,1.4889115015824852,1.4062565364075699
6.644242172216143,5.074844190069057,9.246182849835302,1.2704528321635504,1.5590170932724767,1.3419549494330865
6.722398765208209,5.667732536036911,9.076122407343798,1.510975703324425,1.3782479415816933,1.1867341109624485
